Test File, upham_1.test.dat
Known Author Name, Unknown Author Name, Threshold, Match Value, Matches,Common Synonym Count, Scaled SC 2, Scaled SC 3, Scaled SC 4, Words Enc. Known, Words Enc. Unk.,Words over Threshold Known, Words Over Threshold Unk.,Dictionary Hits Known, Dictionary Hits Unk.
traill_20x5 ,child_2, 7, 6.235766495288897E-5, 2372,46592, 1600616.0, 9.7599056E7, 8.596577912E9, 116710, 90696, 3821, 4170, 79308, 61633, 0
upham_20x5 ,child_2, 8, 5.891721527024872E-5, 2037,42318, 1486618.0, 9.1211556E7, 8.062298302E9, 126291, 90696, 3073, 3734, 82705, 61633, 
child_20x5 ,child_2, 8, 4.912892277164004E-5, 2124,43764, 1506484.0, 9.0501162E7, 7.887251488E9, 171164, 90696, 3169, 3734, 109304, 61633, 
abbott_20x5 ,child_2, 8, 5.4954260499153637E-5, 1999,42146, 1486102.0, 9.1009586E7, 8.080340158E9, 130385, 90696, 3007, 3734, 83320, 61633, 
traill_20x5 ,child_2, 8, 6.164808463725116E-5, 2165,45143, 1590473.0, 9.7528055E7, 8.596080905E9, 116710, 90696, 3432, 3734, 79308, 61633, 0
upham_20x5 ,child_2, 9, 5.788003104012326E-5, 1869,40974, 1475866.0, 9.112554E7, 8.061610174E9, 126291, 90696, 2779, 3360, 82705, 61633, 
child_20x5 ,child_2, 9, 4.823997033304438E-5, 1948,42356, 1495220.0, 9.041105E7, 7.886530592E9, 171164, 90696, 2859, 3360, 109304, 61633, 
abbott_20x5 ,child_2, 9, 5.394693710586971E-5, 1848,40938, 1476438.0, 9.0932274E7, 8.079721662E9, 130385, 90696, 2727, 3360, 83320, 61633, 
traill_20x5 ,child_2, 9, 6.0496280189340626E-5, 1977,43639, 1578441.0, 9.7431799E7, 8.595310857E9, 116710, 90696, 3065, 3360, 79308, 61633, 0
upham_20x5 ,child_2, 10, 5.645704570621629E-5, 1701,39462, 1462258.0, 9.1003068E7, 8.060507926E9, 126291, 90696, 2501, 3015, 82705, 61633, 
child_20x5 ,child_2, 10, 4.698712714621488E-5, 1781,40853, 1481693.0, 9.0289307E7, 7.885434905E9, 171164, 90696, 2578, 3015, 109304, 61633, 
abbott_20x5 ,child_2, 10, 5.254123388503705E-5, 1691,39525, 1463721.0, 9.0817821E7, 8.078691585E9, 130385, 90696, 2463, 3015, 83320, 61633, 
traill_20x5 ,child_2, 10, 5.894202438413851E-5, 1802,42064, 1564266.0, 9.7304224E7, 8.594162682E9, 116710, 90696, 2772, 3015, 79308, 61633, 0
upham_20x5 ,child_2, 11, 5.561717093401032E-5, 1568,38132, 1448958.0, 9.0870068E7, 8.059177926E9, 126291, 90696, 2283, 2726, 82705, 61633, 
child_20x5 ,child_2, 11, 4.6476301578239256E-5, 1625,39293, 1466093.0, 9.0133307E7, 7.883874905E9, 171164, 90696, 2340, 2726, 109304, 61633, 
abbott_20x5 ,child_2, 11, 5.1774240670036616E-5, 1554,38155, 1450021.0, 9.0680821E7, 8.077321585E9, 130385, 90696, 2230, 2726, 83320, 61633, 
traill_20x5 ,child_2, 11, 5.828260877993776E-5, 1661,40654, 1550166.0, 9.7163224E7, 8.592752682E9, 116710, 90696, 2539, 2726, 79308, 61633, 0
upham_20x5 ,child_2, 12, 5.504671960744132E-5, 1425,36559, 1431655.0, 9.0679735E7, 8.057084263E9, 126291, 90696, 2055, 2439, 82705, 61633, 
child_20x5 ,child_2, 12, 4.5893135895151824E-5, 1477,37665, 1448185.0, 8.9936319E7, 7.881708037E9, 171164, 90696, 2086, 2439, 109304, 61633, 
abbott_20x5 ,child_2, 12, 5.12328635407717E-5, 1421,36692, 1433928.0, 9.0503798E7, 8.075374332E9, 130385, 90696, 2005, 2439, 83320, 61633, 
traill_20x5 ,child_2, 12, 5.7634151945090486E-5, 1511,39004, 1532016.0, 9.6963574E7, 8.590556532E9, 116710, 90696, 2272, 2439, 79308, 61633, 0
upham_20x5 ,child_2, 13, 5.3797907887936725E-5, 1310,35179, 1415095.0, 9.0481015E7, 8.054699623E9, 126291, 90696, 1861, 2184, 82705, 61633, 
child_20x5 ,child_2, 13, 4.417629818548141E-5, 1355,36201, 1430617.0, 8.9725503E7, 7.879178245E9, 171164, 90696, 1887, 2184, 109304, 61633, 
abbott_20x5 ,child_2, 13, 5.018055223234111E-5, 1304,35288, 1417080.0, 9.0301622E7, 8.07294822E9, 130385, 90696, 1815, 2184, 83320, 61633, 
traill_20x5 ,child_2, 13, 5.5255721106787034E-5, 1384,37480, 1513728.0, 9.6744118E7, 8.58792306E9, 116710, 90696, 2046, 2184, 79308, 61633, 0
upham_20x5 ,child_2, 14, 5.275827911585474E-5, 1195,33684, 1395660.0, 9.022836E7, 8.051415108E9, 126291, 90696, 1687, 1999, 82705, 61633, 
child_20x5 ,child_2, 14, 4.320154251150825E-5, 1242,34732, 1411520.0, 8.9477242E7, 7.875950852E9, 171164, 90696, 1695, 1999, 109304, 61633, 
abbott_20x5 ,child_2, 14, 4.9129593943914935E-5, 1201,33949, 1399673.0, 9.0075331E7, 8.070006437E9, 130385, 90696, 1653, 1999, 83320, 61633, 
traill_20x5 ,child_2, 14, 5.419829433632585E-5, 1271,36011, 1494631.0, 9.6495857E7, 8.584695667E9, 116710, 90696, 1848, 1999, 79308, 61633, 0
upham_20x5 ,child_2, 15, 4.9914054549438314E-5, 1086,32158, 1374296.0, 8.9929264E7, 8.047227764E9, 126291, 90696, 1519, 1823, 82705, 61633, 
child_20x5 ,child_2, 15, 4.109755957314509E-5, 1145,33374, 1392508.0, 8.9211074E7, 7.8722245E9, 171164, 90696, 1553, 1823, 109304, 61633, 
abbott_20x5 ,child_2, 15, 4.650490426285831E-5, 1106,32619, 1381053.0, 8.9814651E7, 8.066356917E9, 130385, 90696, 1494, 1823, 83320, 61633, 
traill_20x5 ,child_2, 15, 5.1292519958960995E-5, 1183,34779, 1477383.0, 9.6254385E7, 8.581315059E9, 116710, 90696, 1695, 1823, 79308, 61633, 0
upham_20x5 ,child_2, 16, 4.9178072810384636E-5, 1007,30973, 1356521.0, 8.9662639E7, 8.043228389E9, 126291, 90696, 1394, 1663, 82705, 61633, 
child_20x5 ,child_2, 16, 4.0373836337810144E-5, 1063,32144, 1374058.0, 8.8934324E7, 7.86807325E9, 171164, 90696, 1420, 1663, 109304, 61633, 
abbott_20x5 ,child_2, 16, 4.561191105994711E-5, 1022,31359, 1362153.0, 8.9531151E7, 8.062104417E9, 130385, 90696, 1369, 1663, 83320, 61633, 
traill_20x5 ,child_2, 16, 5.0303396552659866E-5, 1086,33324, 1455558.0, 9.592701E7, 8.576404434E9, 116710, 90696, 1536, 1663, 79308, 61633, 0
upham_20x5 ,child_2, 17, 4.8601160908644825E-5, 926,29677, 1335785.0, 8.9330863E7, 8.037919973E9, 126291, 90696, 1271, 1520, 82705, 61633, 
child_20x5 ,child_2, 17, 3.9766772005830037E-5, 987,30928, 1354602.0, 8.8623028E7, 7.863092514E9, 171164, 90696, 1309, 1520, 109304, 61633, 
abbott_20x5 ,child_2, 17, 4.509235137825332E-5, 952,30239, 1344233.0, 8.9244431E7, 8.057516897E9, 130385, 90696, 1261, 1520, 83320, 61633, 
traill_20x5 ,child_2, 17, 4.945843764664675E-5, 1011,32124, 1436358.0, 9.561981E7, 8.571489234E9, 116710, 90696, 1409, 1520, 79308, 61633, 0
upham_20x5 ,child_2, 18, 4.7519189177673035E-5, 856,28487, 1315555.0, 8.8986953E7, 8.032073503E9, 126291, 90696, 1164, 1385, 82705, 61633, 
child_20x5 ,child_2, 18, 3.8909319403645476E-5, 914,29687, 1333505.0, 8.8264379E7, 7.856995481E9, 171164, 90696, 1205, 1385, 109304, 61633, 
abbott_20x5 ,child_2, 18, 4.400841322721963E-5, 878,28981, 1322847.0, 8.8880869E7, 8.051336343E9, 130385, 90696, 1143, 1385, 83320, 61633, 
traill_20x5 ,child_2, 18, 4.837276370345549E-5, 929,30730, 1412660.0, 9.5216944E7, 8.564640512E9, 116710, 90696, 1280, 1385, 79308, 61633, 0
upham_20x5 ,child_2, 19, 4.6502434333898535E-5, 786,27227, 1292875.0, 8.8578713E7, 8.024725183E9, 126291, 90696, 1055, 1260, 82705, 61633, 
child_20x5 ,child_2, 19, 3.8186948922021435E-5, 848,28499, 1312121.0, 8.7879467E7, 7.850067065E9, 171164, 90696, 1097, 1260, 109304, 61633, 
abbott_20x5 ,child_2, 19, 4.324125088471864E-5, 814,27829, 1302111.0, 8.8507621E7, 8.044617879E9, 130385, 90696, 1043, 1260, 83320, 61633, 
traill_20x5 ,child_2, 19, 4.7287845537461014E-5, 858,29452, 1389656.0, 9.4802872E7, 8.557187216E9, 116710, 90696, 1163, 1260, 79308, 61633, 0
upham_20x5 ,child_2, 20, 4.2186246289374765E-5, 729,26144, 1272298.0, 8.818775E7, 8.017296886E9, 126291, 90696, 966, 1141, 82705, 61633, 
child_20x5 ,child_2, 20, 3.4905619337266035E-5, 785,27302, 1289378.0, 8.744735E7, 7.841856842E9, 171164, 90696, 1002, 1141, 109304, 61633, 
abbott_20x5 ,child_2, 20, 3.8885456671768534E-5, 749,26594, 1278646.0, 8.8061786E7, 8.036147014E9, 130385, 90696, 953, 1141, 83320, 61633, 
traill_20x5 ,child_2, 20, 4.260476660969089E-5, 789,28141, 1364747.0, 9.4329601E7, 8.548195067E9, 116710, 90696, 1062, 1141, 79308, 61633, 0
upham_20x5 ,child_2, 21, 4.151225114993297E-5, 678,25124, 1251898.0, 8.777975E7, 8.009136886E9, 126291, 90696, 885, 1047, 82705, 61633, 
child_20x5 ,child_2, 21, 3.424341418735564E-5, 721,26022, 1263778.0, 8.693535E7, 7.831616842E9, 171164, 90696, 913, 1047, 109304, 61633, 
abbott_20x5 ,child_2, 21, 3.8188651369496915E-5, 698,25574, 1258246.0, 8.7653786E7, 8.027987014E9, 130385, 90696, 876, 1047, 83320, 61633, 
traill_20x5 ,child_2, 21, 4.1663823999685234E-5, 731,26981, 1341547.0, 9.3865601E7, 8.538915067E9, 116710, 90696, 981, 1047, 79308, 61633, 0
upham_20x5 ,child_2, 22, 4.0964062616182316E-5, 633,24179, 1232053.0, 8.7363005E7, 8.000385241E9, 126291, 90696, 821, 945, 82705, 61633, 
child_20x5 ,child_2, 22, 3.378888894049108E-5, 663,24804, 1238200.0, 8.6398212E7, 7.820336944E9, 171164, 90696, 836, 945, 109304, 61633, 
abbott_20x5 ,child_2, 22, 3.76416930327138E-5, 651,24587, 1237519.0, 8.7218519E7, 8.018846407E9, 130385, 90696, 813, 945, 83320, 61633, 
traill_20x5 ,child_2, 22, 4.107856903291967E-5, 672,25742, 1315528.0, 9.3319202E7, 8.527440688E9, 116710, 90696, 896, 945, 79308, 61633, 0
upham_20x5 ,child_2, 23, 3.9984499732174934E-5, 587,23167, 1209789.0, 8.6873197E7, 7.989609465E9, 126291, 90696, 747, 860, 82705, 61633, 
child_20x5 ,child_2, 23, 3.300377645341833E-5, 605,23528, 1210128.0, 8.5780628E7, 7.806750096E9, 171164, 90696, 758, 860, 109304, 61633, 
abbott_20x5 ,child_2, 23, 3.669102735211458E-5, 600,23465, 1212835.0, 8.6675471E7, 8.006899351E9, 130385, 90696, 743, 860, 83320, 61633, 
traill_20x5 ,child_2, 23, 4.0037297000039914E-5, 625,24708, 1292780.0, 9.2818746E7, 8.516430656E9, 116710, 90696, 825, 860, 79308, 61633, 0
upham_20x5 ,child_2, 24, 3.9000571594673766E-5, 541,22109, 1185455.0, 8.6313515E7, 7.976736779E9, 126291, 90696, 686, 779, 82705, 61633, 
child_20x5 ,child_2, 24, 3.227335386637222E-5, 558,22447, 1185265.0, 8.5208779E7, 7.793597569E9, 171164, 90696, 691, 779, 109304, 61633, 
abbott_20x5 ,child_2, 24, 3.5891646220758565E-5, 556,22453, 1189559.0, 8.6140123E7, 7.994586347E9, 130385, 90696, 688, 779, 83320, 61633, 
traill_20x5 ,child_2, 24, 3.8911755809717886E-5, 577,23604, 1267388.0, 9.223473E7, 8.502998288E9, 116710, 90696, 751, 779, 79308, 61633, 0
upham_20x5 ,child_2, 25, 3.139874455044111E-5, 503,21197, 1163567.0, 8.5788203E7, 7.964129291E9, 126291, 90696, 631, 697, 82705, 61633, 
child_20x5 ,child_2, 25, 2.6093974914951576E-5, 498,21007, 1150705.0, 8.4379339E7, 7.773691009E9, 171164, 90696, 622, 697, 109304, 61633, 
abbott_20x5 ,child_2, 25, 2.8725375767396163E-5, 503,21181, 1159031.0, 8.5407451E7, 7.977002219E9, 130385, 90696, 613, 697, 83320, 61633, 
traill_20x5 ,child_2, 25, 3.108946182292387E-5, 523,22308, 1236284.0, 9.1488234E7, 8.485082384E9, 116710, 90696, 676, 697, 79308, 61633, 0
upham_20x5 ,child_2, 26, 3.006515960808704E-5, 452,19922, 1131692.0, 8.4991328E7, 7.944207416E9, 126291, 90696, 566, 619, 82705, 61633, 
child_20x5 ,child_2, 26, 2.48410673112787E-5, 447,19732, 1118830.0, 8.3582464E7, 7.753769134E9, 171164, 90696, 556, 619, 109304, 61633, 
abbott_20x5 ,child_2, 26, 2.77571208267396E-5, 460,20106, 1132156.0, 8.4735576E7, 7.960205344E9, 130385, 90696, 558, 619, 83320, 61633, 
traill_20x5 ,child_2, 26, 2.9849514859437495E-5, 478,21183, 1208159.0, 9.0785109E7, 8.467504259E9, 116710, 90696, 618, 619, 79308, 61633, 0
upham_20x5 ,child_2, 27, 2.9502216517527363E-5, 421,19116, 1110736.0, 8.4446472E7, 7.93004116E9, 126291, 90696, 524, 562, 82705, 61633, 
child_20x5 ,child_2, 27, 2.4254874036552575E-5, 413,18848, 1095846.0, 8.298488E7, 7.73823195E9, 171164, 90696, 516, 562, 109304, 61633, 
abbott_20x5 ,child_2, 27, 2.7130503437196796E-5, 423,19144, 1107144.0, 8.4085264E7, 7.943297232E9, 130385, 90696, 515, 562, 83320, 61633, 
traill_20x5 ,child_2, 27, 2.900209967753481E-5, 442,20247, 1183823.0, 9.0152373E7, 8.451053123E9, 116710, 90696, 570, 562, 79308, 61633, 0
upham_20x5 ,child_2, 28, 2.8865762558132194E-5, 391,18306, 1088866.0, 8.3855982E7, 7.91409793E9, 126291, 90696, 478, 517, 82705, 61633, 
child_20x5 ,child_2, 28, 2.3740054624287606E-5, 385,18092, 1075434.0, 8.2433756E7, 7.723351602E9, 171164, 90696, 466, 517, 109304, 61633, 
abbott_20x5 ,child_2, 28, 2.6552848459063613E-5, 390,18253, 1083087.0, 8.3435725E7, 7.925759679E9, 130385, 90696, 463, 517, 83320, 61633, 
traill_20x5 ,child_2, 28, 2.821902002950902E-5, 412,19437, 1161953.0, 8.9561883E7, 8.435109893E9, 116710, 90696, 519, 517, 79308, 61633, 0
upham_20x5 ,child_2, 29, 2.806395279639211E-5, 348,17102, 1055154.0, 8.2912046E7, 7.887667722E9, 126291, 90696, 428, 455, 82705, 61633, 
child_20x5 ,child_2, 29, 2.2998745590710874E-5, 343,16916, 1042506.0, 8.1511772E7, 7.69753605E9, 171164, 90696, 412, 455, 109304, 61633, 
abbott_20x5 ,child_2, 29, 2.5712284781323334E-5, 347,17049, 1049375.0, 8.2491789E7, 7.899329471E9, 130385, 90696, 413, 455, 83320, 61633, 
traill_20x5 ,child_2, 29, 2.7438680073821595E-5, 369,18233, 1128241.0, 8.8617947E7, 8.408679685E9, 116710, 90696, 463, 455, 79308, 61633, 0
upham_20x5 ,child_2, 30, 2.7081596150148703E-5, 311,16029, 1024037.0, 8.2009653E7, 7.861498325E9, 126291, 90696, 381, 407, 82705, 61633, 
child_20x5 ,child_2, 30, 2.2333706099691914E-5, 310,15959, 1014753.0, 8.0706935E7, 7.674195777E9, 171164, 90696, 375, 407, 109304, 61633, 
abbott_20x5 ,child_2, 30, 2.477548755576933E-5, 310,15976, 1018258.0, 8.1589396E7, 7.873160074E9, 130385, 90696, 366, 407, 83320, 61633, 
traill_20x5 ,child_2, 30, 2.6688004373108246E-5, 332,17160, 1097124.0, 8.7715554E7, 8.382510288E9, 116710, 90696, 413, 407, 79308, 61633, 0
Test File, abbott_1.test.dat
Known Author Name, Unknown Author Name, Threshold, Match Value, Matches,Common Synonym Count, Scaled SC 2, Scaled SC 3, Scaled SC 4, Words Enc. Known, Words Enc. Unk.,Words over Threshold Known, Words Over Threshold Unk.,Dictionary Hits Known, Dictionary Hits Unk.
upham_20x5 ,abbott_1, 0, 6.063701151992306E-5, 2576,37607, 1267565.0, 7.9675805E7, 7.156380809E9, 126291, 63524, 7057, 5051, 82705, 41640, 
child_20x5 ,abbott_1, 0, 5.1041008034990135E-5, 2649,38143, 1263143.0, 7.7226643E7, 6.763930991E9, 171164, 63524, 7111, 5051, 109304, 41640, 
abbott_20x5 ,abbott_1, 0, 6.087731099005791E-5, 2793,40143, 1321961.0, 8.1621843E7, 7.307903513E9, 130385, 63524, 6247, 5051, 83320, 41640, 
traill_20x5 ,abbott_1, 0, 7.079242885152306E-5, 2661,39272, 1321880.0, 8.2268582E7, 7.33120982E9, 116710, 63524, 7437, 5051, 79308, 41640, 0
upham_20x5 ,abbott_1, 1, 6.063701151992306E-5, 2472,37607, 1267565.0, 7.9675805E7, 7.156380809E9, 126291, 63524, 6357, 4759, 82705, 41640, 
child_20x5 ,abbott_1, 1, 5.1041008034990135E-5, 2530,38143, 1263143.0, 7.7226643E7, 6.763930991E9, 171164, 63524, 6492, 4759, 109304, 41640, 
abbott_20x5 ,abbott_1, 1, 6.087731099005791E-5, 2684,40143, 1321961.0, 8.1621843E7, 7.307903513E9, 130385, 63524, 5936, 4759, 83320, 41640, 
traill_20x5 ,abbott_1, 1, 7.079242885152306E-5, 2555,39272, 1321880.0, 8.2268582E7, 7.33120982E9, 116710, 63524, 6910, 4759, 79308, 41640, 0
upham_20x5 ,abbott_1, 2, 6.055835782667926E-5, 2381,37516, 1267474.0, 7.9675714E7, 7.156380718E9, 126291, 63524, 5932, 4528, 82705, 41640, 
child_20x5 ,abbott_1, 2, 5.098536573025083E-5, 2431,38044, 1263044.0, 7.7226544E7, 6.763930892E9, 171164, 63524, 6009, 4528, 109304, 41640, 
abbott_20x5 ,abbott_1, 2, 6.0795331671143685E-5, 2584,40043, 1321861.0, 8.1621743E7, 7.307903413E9, 130385, 63524, 5604, 4528, 83320, 41640, 
traill_20x5 ,abbott_1, 2, 7.071837861699855E-5, 2463,39180, 1321788.0, 8.226849E7, 7.331209728E9, 116710, 63524, 6420, 4528, 79308, 41640, 0
upham_20x5 ,abbott_1, 3, 5.99575483156886E-5, 2260,37274, 1266990.0, 7.9674746E7, 7.156378782E9, 126291, 63524, 5389, 4206, 82705, 41640, 
child_20x5 ,abbott_1, 3, 5.0536732403774305E-5, 2295,37772, 1262500.0, 7.7225456E7, 6.763928716E9, 171164, 63524, 5444, 4206, 109304, 41640, 
abbott_20x5 ,abbott_1, 3, 6.021507746392459E-5, 2451,39777, 1321329.0, 8.1620679E7, 7.307901285E9, 130385, 63524, 5153, 4206, 83320, 41640, 
traill_20x5 ,abbott_1, 3, 7.008874930049505E-5, 2327,38908, 1321244.0, 8.2267402E7, 7.331207552E9, 116710, 63524, 5811, 4206, 79308, 41640, 0
upham_20x5 ,abbott_1, 4, 5.960080208737837E-5, 2116,36842, 1265694.0, 7.9670858E7, 7.156367118E9, 126291, 63524, 4799, 3865, 82705, 41640, 
child_20x5 ,abbott_1, 4, 5.024481723808416E-5, 2150,37337, 1261195.0, 7.7221541E7, 6.763916971E9, 171164, 63524, 4903, 3865, 109304, 41640, 
abbott_20x5 ,abbott_1, 4, 5.988583209915421E-5, 2300,39324, 1319970.0, 8.1616602E7, 7.307889054E9, 130385, 63524, 4692, 3865, 83320, 41640, 
traill_20x5 ,abbott_1, 4, 6.971080985215683E-5, 2187,38488, 1319984.0, 8.2263622E7, 7.331196212E9, 116710, 63524, 5216, 3865, 79308, 41640, 0
upham_20x5 ,abbott_1, 5, 5.8787091612742056E-5, 1967,36246, 1263310.0, 7.9661322E7, 7.156328974E9, 126291, 63524, 4280, 3530, 82705, 41640, 
child_20x5 ,abbott_1, 5, 4.961021905180124E-5, 1997,36725, 1258747.0, 7.7211749E7, 6.763877803E9, 171164, 63524, 4401, 3530, 109304, 41640, 
abbott_20x5 ,abbott_1, 5, 5.9084632157600754E-5, 2147,38712, 1317522.0, 8.160681E7, 7.307849886E9, 130385, 63524, 4243, 3530, 83320, 41640, 
traill_20x5 ,abbott_1, 5, 6.878875629439807E-5, 2041,37904, 1317648.0, 8.2254278E7, 7.331158836E9, 116710, 63524, 4712, 3530, 79308, 41640, 0
upham_20x5 ,abbott_1, 6, 5.7763097809259006E-5, 1809,35456, 1259360.0, 7.9641572E7, 7.156230224E9, 126291, 63524, 3806, 3195, 82705, 41640, 
child_20x5 ,abbott_1, 6, 4.8796277899829666E-5, 1846,35970, 1254972.0, 7.7192874E7, 6.763783428E9, 171164, 63524, 3945, 3195, 109304, 41640, 
abbott_20x5 ,abbott_1, 6, 5.7951530673049945E-5, 1970,37827, 1313097.0, 8.1584685E7, 7.307739261E9, 130385, 63524, 3775, 3195, 83320, 41640, 
traill_20x5 ,abbott_1, 6, 6.758223653515991E-5, 1894,37169, 1313973.0, 8.2235903E7, 7.331066961E9, 116710, 63524, 4227, 3195, 79308, 41640, 0
upham_20x5 ,abbott_1, 7, 5.670108597655352E-5, 1687,34724, 1254968.0, 7.961522E7, 7.156072112E9, 126291, 63524, 3424, 2935, 82705, 41640, 
child_20x5 ,abbott_1, 7, 4.789183752824906E-5, 1726,35250, 1250652.0, 7.7166954E7, 6.763627908E9, 171164, 63524, 3545, 2935, 109304, 41640, 
abbott_20x5 ,abbott_1, 7, 5.6746108699501164E-5, 1827,36969, 1307949.0, 8.1553797E7, 7.307553933E9, 130385, 63524, 3391, 2935, 83320, 41640, 
traill_20x5 ,abbott_1, 7, 6.628089470876193E-5, 1764,36389, 1309293.0, 8.2207823E7, 7.330898481E9, 116710, 63524, 3821, 2935, 79308, 41640, 0
upham_20x5 ,abbott_1, 8, 5.605627527108574E-5, 1557,33814, 1248598.0, 7.957063E7, 7.155759982E9, 126291, 63524, 3073, 2655, 82705, 41640, 
child_20x5 ,abbott_1, 8, 4.737873270487624E-5, 1580,34228, 1243498.0, 7.7116876E7, 6.763277362E9, 171164, 63524, 3169, 2655, 109304, 41640, 
abbott_20x5 ,abbott_1, 8, 5.600068850071409E-5, 1670,35870, 1300256.0, 8.1499946E7, 7.307176976E9, 130385, 63524, 3007, 2655, 83320, 41640, 
traill_20x5 ,abbott_1, 8, 6.553122038547008E-5, 1619,35374, 1302188.0, 8.2158088E7, 7.330550336E9, 116710, 63524, 3432, 2655, 79308, 41640, 0
upham_20x5 ,abbott_1, 9, 5.472701539033793E-5, 1444,32910, 1241366.0, 7.9512774E7, 7.155297134E9, 126291, 63524, 2779, 2410, 82705, 41640, 
child_20x5 ,abbott_1, 9, 4.655761783427713E-5, 1461,33276, 1235882.0, 7.7055948E7, 6.762789938E9, 171164, 63524, 2859, 2410, 109304, 41640, 
abbott_20x5 ,abbott_1, 9, 5.479236887819044E-5, 1543,34854, 1292128.0, 8.1434922E7, 7.306656784E9, 130385, 63524, 2727, 2410, 83320, 41640, 
traill_20x5 ,abbott_1, 9, 6.405399239182263E-5, 1486,34310, 1293676.0, 8.2089992E7, 7.330005568E9, 116710, 63524, 3065, 2410, 79308, 41640, 0
upham_20x5 ,abbott_1, 10, 5.3057712284282544E-5, 1322,31812, 1231484.0, 7.9423836E7, 7.154496692E9, 126291, 63524, 2501, 2182, 82705, 41640, 
child_20x5 ,abbott_1, 10, 4.526634848131884E-5, 1342,32205, 1226243.0, 7.6969197E7, 6.762009179E9, 171164, 63524, 2578, 2182, 109304, 41640, 
abbott_20x5 ,abbott_1, 10, 5.3092897754425154E-5, 1411,33666, 1281436.0, 8.1338694E7, 7.305790732E9, 130385, 63524, 2463, 2182, 83320, 41640, 
traill_20x5 ,abbott_1, 10, 6.240303634340729E-5, 1369,33257, 1284199.0, 8.2004699E7, 7.329237931E9, 116710, 63524, 2772, 2182, 79308, 41640, 0
upham_20x5 ,abbott_1, 11, 5.2426986947018485E-5, 1231,30902, 1222384.0, 7.9332836E7, 7.153586692E9, 126291, 63524, 2283, 1997, 82705, 41640, 
child_20x5 ,abbott_1, 11, 4.478810057281577E-5, 1242,31205, 1216243.0, 7.6869197E7, 6.761009179E9, 171164, 63524, 2340, 1997, 109304, 41640, 
abbott_20x5 ,abbott_1, 11, 5.235158255835249E-5, 1300,32556, 1270336.0, 8.1227694E7, 7.304680732E9, 130385, 63524, 2230, 1997, 83320, 41640, 
traill_20x5 ,abbott_1, 11, 6.17906719267565E-5, 1279,32357, 1275199.0, 8.1914699E7, 7.328337931E9, 116710, 63524, 2539, 1997, 79308, 41640, 0
upham_20x5 ,abbott_1, 12, 5.197039664852081E-5, 1140,29901, 1211373.0, 7.9211715E7, 7.152254361E9, 126291, 63524, 2055, 1834, 82705, 41640, 
child_20x5 ,abbott_1, 12, 4.435004388277728E-5, 1150,30193, 1205111.0, 7.6746745E7, 6.759662207E9, 171164, 63524, 2086, 1834, 109304, 41640, 
abbott_20x5 ,abbott_1, 12, 5.189870417065402E-5, 1202,31478, 1258478.0, 8.1097256E7, 7.303245914E9, 130385, 63524, 2005, 1834, 83320, 41640, 
traill_20x5 ,abbott_1, 12, 6.128769683651625E-5, 1184,31312, 1263704.0, 8.1788254E7, 7.326947036E9, 116710, 63524, 2272, 1834, 79308, 41640, 0
upham_20x5 ,abbott_1, 13, 5.044618529989138E-5, 1050,28821, 1198413.0, 7.9056195E7, 7.150388121E9, 126291, 63524, 1861, 1671, 82705, 41640, 
child_20x5 ,abbott_1, 13, 4.2898745421973735E-5, 1065,29173, 1192871.0, 7.6599865E7, 6.757899647E9, 171164, 63524, 1887, 1671, 109304, 41640, 
abbott_20x5 ,abbott_1, 13, 5.052666738104983E-5, 1099,30242, 1243646.0, 8.0919272E7, 7.301110106E9, 130385, 63524, 1815, 1671, 83320, 41640, 
traill_20x5 ,abbott_1, 13, 5.9311405331501424E-5, 1102,30328, 1251896.0, 8.1646558E7, 7.325246684E9, 116710, 63524, 2046, 1671, 79308, 41640, 0
upham_20x5 ,abbott_1, 14, 4.943340993126086E-5, 961,27664, 1183372.0, 7.8860662E7, 7.147846192E9, 126291, 63524, 1687, 1519, 82705, 41640, 
child_20x5 ,abbott_1, 14, 4.209409331591732E-5, 969,27925, 1176647.0, 7.6388953E7, 6.755157791E9, 171164, 63524, 1695, 1519, 109304, 41640, 
abbott_20x5 ,abbott_1, 14, 4.947506227391743E-5, 1013,29124, 1229112.0, 8.073033E7, 7.29865386E9, 130385, 63524, 1653, 1519, 83320, 41640, 
traill_20x5 ,abbott_1, 14, 5.8192693773857897E-5, 1008,29106, 1236010.0, 8.144004E7, 7.32256195E9, 116710, 63524, 1848, 1519, 79308, 41640, 0
upham_20x5 ,abbott_1, 15, 4.604968068118771E-5, 882,26558, 1167888.0, 7.8643886E7, 7.144811328E9, 126291, 63524, 1519, 1395, 82705, 41640, 
child_20x5 ,abbott_1, 15, 3.9539513718497844E-5, 902,26987, 1163515.0, 7.6205105E7, 6.752583919E9, 171164, 63524, 1553, 1395, 109304, 41640, 
abbott_20x5 ,abbott_1, 15, 4.623138571729068E-5, 942,28130, 1215196.0, 8.0535506E7, 7.295926324E9, 130385, 63524, 1494, 1395, 83320, 41640, 
traill_20x5 ,abbott_1, 15, 5.464071039322315E-5, 948,28266, 1224250.0, 8.12754E7, 7.32025699E9, 116710, 63524, 1695, 1395, 79308, 41640, 0
upham_20x5 ,abbott_1, 16, 4.505123997931319E-5, 814,25538, 1152588.0, 7.8414386E7, 7.141368828E9, 126291, 63524, 1394, 1275, 82705, 41640, 
