Test File, upham_1.test.dat
Known Author Name, Unknown Author Name, Threshold, Match Value, Matches,Common Synonym Count, Scaled SC 2, Scaled SC 3, Scaled SC 4, Words Enc. Known, Words Enc. Unk.,Words over Threshold Known, Words Over Threshold Unk.,Dictionary Hits Known, Dictionary Hits Unk.
abbott_20x5 ,upham_2, 4, 5.985136420359875E-5, 2267,39642, 1368990.0, 8.6489304E7, 7.85309085E9, 130385, 57525, 4692, 3972, 83320, 35566, 
traill_20x5 ,upham_2, 4, 6.553929996796496E-5, 2127,38401, 1355719.0, 8.5390543E7, 7.612782787E9, 116710, 57525, 5216, 3972, 79308, 35566, 0
upham_20x5 ,upham_2, 5, 6.38443272183025E-5, 2237,40004, 1368164.0, 8.4769718E7, 7.52843636E9, 126291, 57525, 4280, 3624, 82705, 35566, 
child_20x5 ,upham_2, 5, 4.7692263614430046E-5, 2029,37787, 1316227.0, 8.1219359E7, 7.124457523E9, 171164, 57525, 4401, 3624, 109304, 35566, 
abbott_20x5 ,upham_2, 5, 5.908500478233011E-5, 2124,39070, 1366702.0, 8.6480152E7, 7.853054242E9, 130385, 57525, 4243, 3624, 83320, 35566, 
traill_20x5 ,upham_2, 5, 6.46622928768011E-5, 1992,37861, 1353559.0, 8.5381903E7, 7.612748227E9, 116710, 57525, 4712, 3624, 79308, 35566, 0
upham_20x5 ,upham_2, 6, 6.282641776213322E-5, 2050,39069, 1363489.0, 8.4746343E7, 7.528319485E9, 126291, 57525, 3806, 3258, 82705, 35566, 
child_20x5 ,upham_2, 6, 4.704125164272613E-5, 1877,37027, 1312427.0, 8.1200359E7, 7.124362523E9, 171164, 57525, 3945, 3258, 109304, 35566, 
abbott_20x5 ,upham_2, 6, 5.820505137586298E-5, 1959,38245, 1362577.0, 8.6459527E7, 7.852951117E9, 130385, 57525, 3775, 3258, 83320, 35566, 
traill_20x5 ,upham_2, 6, 6.373509023711104E-5, 1857,37186, 1350184.0, 8.5365028E7, 7.612663852E9, 116710, 57525, 4227, 3258, 79308, 35566, 0
upham_20x5 ,upham_2, 7, 6.175771606940864E-5, 1873,38007, 1357117.0, 8.4708111E7, 7.528090093E9, 126291, 57525, 3424, 2938, 82705, 35566, 
child_20x5 ,upham_2, 7, 4.634108369687172E-5, 1736,36181, 1307351.0, 8.1169903E7, 7.124179787E9, 171164, 57525, 3545, 2938, 109304, 35566, 
abbott_20x5 ,upham_2, 7, 5.72699008920811E-5, 1803,37309, 1356961.0, 8.6425831E7, 7.852748941E9, 130385, 57525, 3391, 2938, 83320, 35566, 
traill_20x5 ,upham_2, 7, 6.275739415246437E-5, 1726,36400, 1345468.0, 8.5336732E7, 7.612494076E9, 116710, 57525, 3821, 2938, 79308, 35566, 0
upham_20x5 ,upham_2, 8, 6.090498461829725E-5, 1713,36887, 1349277.0, 8.4653231E7, 7.527705933E9, 126291, 57525, 3073, 2648, 82705, 35566, 
child_20x5 ,upham_2, 8, 4.5918078258159274E-5, 1609,35292, 1301128.0, 8.1126342E7, 7.12387486E9, 171164, 57525, 3169, 2648, 109304, 35566, 
abbott_20x5 ,upham_2, 8, 5.6708063974679205E-5, 1658,36294, 1349856.0, 8.6376096E7, 7.852400796E9, 130385, 57525, 3007, 2648, 83320, 35566, 
traill_20x5 ,upham_2, 8, 6.210783098592808E-5, 1589,35441, 1338755.0, 8.5289741E7, 7.612165139E9, 116710, 57525, 3432, 2648, 79308, 35566, 0
upham_20x5 ,upham_2, 9, 5.966064364686111E-5, 1582,35839, 1340893.0, 8.4586159E7, 7.527169357E9, 126291, 57525, 2779, 2433, 82705, 35566, 
child_20x5 ,upham_2, 9, 4.506414555018946E-5, 1494,34372, 1293768.0, 8.1067462E7, 7.12340382E9, 171164, 57525, 2859, 2433, 109304, 35566, 
abbott_20x5 ,upham_2, 9, 5.5704383786211857E-5, 1544,35382, 1342560.0, 8.6317728E7, 7.851933852E9, 130385, 57525, 2727, 2433, 83320, 35566, 
traill_20x5 ,upham_2, 9, 6.08733481782572E-5, 1471,34497, 1331203.0, 8.5229325E7, 7.611681811E9, 116710, 57525, 3065, 2433, 79308, 35566, 0
upham_20x5 ,upham_2, 10, 5.7999365860991335E-5, 1434,34507, 1328905.0, 8.4478267E7, 7.526198329E9, 126291, 57525, 2501, 2200, 82705, 35566, 
child_20x5 ,upham_2, 10, 4.3977331336585165E-5, 1382,33364, 1284696.0, 8.0985814E7, 7.122668988E9, 171164, 57525, 2578, 2200, 109304, 35566, 
abbott_20x5 ,upham_2, 10, 5.4222462253956985E-5, 1416,34230, 1332192.0, 8.6224416E7, 7.851094044E9, 130385, 57525, 2463, 2200, 83320, 35566, 
traill_20x5 ,upham_2, 10, 5.9386696042233673E-5, 1348,33390, 1321240.0, 8.5139658E7, 7.610874808E9, 116710, 57525, 2772, 2200, 79308, 35566, 0
upham_20x5 ,upham_2, 11, 5.716934638557541E-5, 1323,33397, 1317805.0, 8.4367267E7, 7.525088329E9, 126291, 57525, 2283, 1997, 82705, 35566, 
child_20x5 ,upham_2, 11, 4.3455303016061275E-5, 1280,32344, 1274496.0, 8.0883814E7, 7.121648988E9, 171164, 57525, 2340, 1997, 109304, 35566, 
abbott_20x5 ,upham_2, 11, 5.342117134897707E-5, 1303,33100, 1320892.0, 8.6111416E7, 7.849964044E9, 130385, 57525, 2230, 1997, 83320, 35566, 
traill_20x5 ,upham_2, 11, 5.8762603020498516E-5, 1261,32520, 1312540.0, 8.5052658E7, 7.610004808E9, 116710, 57525, 2539, 1997, 79308, 35566, 0
upham_20x5 ,upham_2, 12, 5.6624258968884354E-5, 1214,32198, 1304616.0, 8.4222188E7, 7.52349246E9, 126291, 57525, 2055, 1793, 82705, 35566, 
child_20x5 ,upham_2, 12, 4.29458683748652E-5, 1167,31101, 1260823.0, 8.0733411E7, 7.119994555E9, 171164, 57525, 2086, 1793, 109304, 35566, 
abbott_20x5 ,upham_2, 12, 5.286973388092434E-5, 1192,31879, 1307461.0, 8.5963675E7, 7.848338893E9, 130385, 57525, 2005, 1793, 83320, 35566, 
traill_20x5 ,upham_2, 12, 5.8210451986710395E-5, 1157,31376, 1299956.0, 8.4914234E7, 7.608482144E9, 116710, 57525, 2272, 1793, 79308, 35566, 0
upham_20x5 ,upham_2, 13, 5.529622780821888E-5, 1126,31142, 1291944.0, 8.4070124E7, 7.521667692E9, 126291, 57525, 1861, 1629, 82705, 35566, 
child_20x5 ,upham_2, 13, 4.179781231743291E-5, 1072,29961, 1247143.0, 8.0569251E7, 7.118024635E9, 171164, 57525, 1887, 1629, 109304, 35566, 
abbott_20x5 ,upham_2, 13, 5.183778852243107E-5, 1106,30847, 1295077.0, 8.5815067E7, 7.846555597E9, 130385, 57525, 1815, 1629, 83320, 35566, 
traill_20x5 ,upham_2, 13, 5.656248893361307E-5, 1079,30440, 1288724.0, 8.477945E7, 7.606864736E9, 116710, 57525, 2046, 1629, 79308, 35566, 0
upham_20x5 ,upham_2, 14, 5.428699019731514E-5, 1036,29972, 1276734.0, 8.3872394E7, 7.519097202E9, 126291, 57525, 1687, 1476, 82705, 35566, 
child_20x5 ,upham_2, 14, 4.113898007711414E-5, 975,28700, 1230750.0, 8.0356142E7, 7.115254218E9, 171164, 57525, 1695, 1476, 109304, 35566, 
abbott_20x5 ,upham_2, 14, 5.087583945763405E-5, 1018,29703, 1280205.0, 8.5621731E7, 7.844042229E9, 130385, 57525, 1653, 1476, 83320, 35566, 
traill_20x5 ,upham_2, 14, 5.561949778311062E-5, 983,29192, 1272500.0, 8.4568538E7, 7.60412288E9, 116710, 57525, 1848, 1476, 79308, 35566, 0
upham_20x5 ,upham_2, 15, 5.124028189402227E-5, 952,28796, 1260270.0, 8.3641898E7, 7.515870258E9, 126291, 57525, 1519, 1347, 82705, 35566, 
child_20x5 ,upham_2, 15, 3.897489847133147E-5, 902,27678, 1216442.0, 8.015583E7, 7.11244985E9, 171164, 57525, 1553, 1347, 109304, 35566, 
abbott_20x5 ,upham_2, 15, 4.8074121141952204E-5, 939,28597, 1264721.0, 8.5404955E7, 7.841007365E9, 130385, 57525, 1494, 1347, 83320, 35566, 
traill_20x5 ,upham_2, 15, 5.257291098917962E-5, 919,28296, 1259956.0, 8.4392922E7, 7.601664256E9, 116710, 57525, 1695, 1347, 79308, 35566, 0
upham_20x5 ,upham_2, 16, 5.046394527025016E-5, 884,27776, 1244970.0, 8.3412398E7, 7.512427758E9, 126291, 57525, 1394, 1250, 82705, 35566, 
child_20x5 ,upham_2, 16, 3.833962859878732E-5, 846,26838, 1203842.0, 7.996683E7, 7.10961485E9, 171164, 57525, 1420, 1250, 109304, 35566, 
abbott_20x5 ,upham_2, 16, 4.740415661657382E-5, 874,27622, 1250096.0, 8.518558E7, 7.83771674E9, 130385, 57525, 1369, 1250, 83320, 35566, 
traill_20x5 ,upham_2, 16, 5.181327509160222E-5, 857,27366, 1246006.0, 8.4183672E7, 7.598525506E9, 116710, 57525, 1536, 1250, 79308, 35566, 0
upham_20x5 ,upham_2, 17, 4.978561426281241E-5, 825,26832, 1229866.0, 8.3170734E7, 7.508561134E9, 126291, 57525, 1271, 1152, 82705, 35566, 
child_20x5 ,upham_2, 17, 3.782613148038873E-5, 796,26038, 1191042.0, 7.976203E7, 7.10633805E9, 171164, 57525, 1309, 1152, 109304, 35566, 
abbott_20x5 ,upham_2, 17, 4.6719392874813944E-5, 814,26662, 1234736.0, 8.493982E7, 7.83378458E9, 130385, 57525, 1261, 1152, 83320, 35566, 
traill_20x5 ,upham_2, 17, 5.0812343085382594E-5, 793,26342, 1229622.0, 8.3921528E7, 7.594331202E9, 116710, 57525, 1409, 1152, 79308, 35566, 0
upham_20x5 ,upham_2, 18, 4.844244178501662E-5, 761,25744, 1211370.0, 8.2856302E7, 7.50321579E9, 126291, 57525, 1164, 1050, 82705, 35566, 
child_20x5 ,upham_2, 18, 3.689033985678813E-5, 742,25120, 1175436.0, 7.9496728E7, 7.101827916E9, 171164, 57525, 1205, 1050, 109304, 35566, 
abbott_20x5 ,upham_2, 18, 4.5418395095979667E-5, 751,25591, 1216529.0, 8.4630301E7, 7.828522757E9, 130385, 57525, 1143, 1050, 83320, 35566, 
traill_20x5 ,upham_2, 18, 4.9546283256086924E-5, 732,25305, 1211993.0, 8.3621835E7, 7.589236421E9, 116710, 57525, 1280, 1050, 79308, 35566, 0
upham_20x5 ,upham_2, 19, 4.744394074444164E-5, 696,24574, 1190310.0, 8.2477222E7, 7.49639235E9, 126291, 57525, 1055, 961, 82705, 35566, 
child_20x5 ,upham_2, 19, 3.628706199221384E-5, 688,24148, 1157940.0, 7.91818E7, 7.096159212E9, 171164, 57525, 1097, 961, 109304, 35566, 
abbott_20x5 ,upham_2, 19, 4.469843321796111E-5, 698,24637, 1199357.0, 8.4321205E7, 7.822959029E9, 130385, 57525, 1043, 961, 83320, 35566, 
traill_20x5 ,upham_2, 19, 4.8672255129227285E-5, 681,24387, 1195469.0, 8.3324403E7, 7.583882645E9, 116710, 57525, 1163, 961, 79308, 35566, 0
upham_20x5 ,upham_2, 20, 4.4323865877235556E-5, 644,23586, 1171538.0, 8.2120554E7, 7.489615658E9, 126291, 57525, 966, 883, 82705, 35566, 
child_20x5 ,upham_2, 20, 3.40042544901875E-5, 640,23236, 1140612.0, 7.8852568E7, 7.089903804E9, 171164, 57525, 1002, 883, 109304, 35566, 
abbott_20x5 ,upham_2, 20, 4.1653527779037436E-5, 648,23687, 1181307.0, 8.3978255E7, 7.816442979E9, 130385, 57525, 953, 883, 83320, 35566, 
traill_20x5 ,upham_2, 20, 4.547716696473066E-5, 636,23532, 1179224.0, 8.3015748E7, 7.5780182E9, 116710, 57525, 1062, 883, 79308, 35566, 0
upham_20x5 ,upham_2, 21, 4.344016355017582E-5, 600,22706, 1153938.0, 8.1768554E7, 7.482575658E9, 126291, 57525, 885, 815, 82705, 35566, 
child_20x5 ,upham_2, 21, 3.332378955876531E-5, 600,22436, 1124612.0, 7.8532568E7, 7.083503804E9, 171164, 57525, 913, 815, 109304, 35566, 
abbott_20x5 ,upham_2, 21, 4.0738909541406447E-5, 606,22847, 1164507.0, 8.3642255E7, 7.809722979E9, 130385, 57525, 876, 815, 83320, 35566, 
traill_20x5 ,upham_2, 21, 4.4568582851942014E-5, 601,22832, 1165224.0, 8.2735748E7, 7.5724182E9, 116710, 57525, 981, 815, 79308, 35566, 0
upham_20x5 ,upham_2, 22, 4.3047039898138026E-5, 563,21929, 1137621.0, 8.1425897E7, 7.475379861E9, 126291, 57525, 821, 756, 82705, 35566, 
child_20x5 ,upham_2, 22, 3.301666628225476E-5, 561,21617, 1107413.0, 7.8171389E7, 7.075919045E9, 171164, 57525, 836, 756, 109304, 35566, 
abbott_20x5 ,upham_2, 22, 4.0282533706506905E-5, 566,22007, 1146867.0, 8.3271815E7, 7.801943739E9, 130385, 57525, 813, 756, 83320, 35566, 
traill_20x5 ,upham_2, 22, 4.412754718670149E-5, 559,21950, 1146702.0, 8.2346786E7, 7.564249998E9, 116710, 57525, 896, 756, 79308, 35566, 0
upham_20x5 ,upham_2, 23, 4.219609787541477E-5, 520,20983, 1116809.0, 8.0968033E7, 7.465306853E9, 126291, 57525, 747, 694, 82705, 35566, 
child_20x5 ,upham_2, 23, 3.236870116845274E-5, 514,20583, 1084665.0, 7.7670933E7, 7.064909013E9, 171164, 57525, 758, 694, 109304, 35566, 
abbott_20x5 ,upham_2, 23, 3.940551347806134E-5, 522,21039, 1125571.0, 8.2803303E7, 7.791636475E9, 130385, 57525, 743, 694, 83320, 35566, 
traill_20x5 ,upham_2, 23, 4.331816258524353E-5, 520,21092, 1127826.0, 8.1931514E7, 7.555114014E9, 116710, 57525, 825, 694, 79308, 35566, 0
upham_20x5 ,upham_2, 24, 4.1145015169896365E-5, 483,20132, 1097236.0, 8.0517854E7, 7.454952736E9, 126291, 57525, 686, 641, 82705, 35566, 
child_20x5 ,upham_2, 24, 3.170529864128114E-5, 474,19663, 1063505.0, 7.7184253E7, 7.053715373E9, 171164, 57525, 691, 641, 109304, 35566, 
abbott_20x5 ,upham_2, 24, 3.864808691713107E-5, 486,20211, 1106527.0, 8.2365291E7, 7.781562199E9, 130385, 57525, 688, 641, 83320, 35566, 
traill_20x5 ,upham_2, 24, 4.2441155494079664E-5, 480,20172, 1106666.0, 8.1444834E7, 7.543920374E9, 116710, 57525, 751, 641, 79308, 35566, 0
upham_20x5 ,upham_2, 25, 3.303807868165488E-5, 450,19340, 1078228.0, 8.0061662E7, 7.444004128E9, 126291, 57525, 631, 583, 82705, 35566, 
child_20x5 ,upham_2, 25, 2.5489708521424757E-5, 435,18727, 1041041.0, 7.6645117E7, 7.040776109E9, 171164, 57525, 622, 583, 109304, 35566, 
abbott_20x5 ,upham_2, 25, 3.053971625535761E-5, 443,19179, 1081759.0, 8.1770859E7, 7.767295831E9, 130385, 57525, 613, 583, 83320, 35566, 
traill_20x5 ,upham_2, 25, 3.399757907018406E-5, 445,19332, 1086506.0, 8.0960994E7, 7.532308214E9, 116710, 57525, 676, 583, 79308, 35566, 0
upham_20x5 ,upham_2, 26, 3.1530829385501587E-5, 410,18340, 1053228.0, 7.9436662E7, 7.428379128E9, 126291, 57525, 566, 531, 82705, 35566, 
child_20x5 ,upham_2, 26, 2.4085614838303605E-5, 399,17827, 1018541.0, 7.6082617E7, 7.026713609E9, 171164, 57525, 556, 531, 109304, 35566, 
abbott_20x5 ,upham_2, 26, 2.9343112948836024E-5, 412,18404, 1062384.0, 8.1286484E7, 7.755186456E9, 130385, 57525, 558, 531, 83320, 35566, 
traill_20x5 ,upham_2, 26, 3.25713999095363E-5, 415,18582, 1067756.0, 8.0492244E7, 7.520589464E9, 116710, 57525, 618, 531, 79308, 35566, 0
upham_20x5 ,upham_2, 27, 3.097610658518216E-5, 382,17612, 1034300.0, 7.8944534E7, 7.4155838E9, 126291, 57525, 524, 488, 82705, 35566, 
child_20x5 ,upham_2, 27, 2.3393774970714362E-5, 373,17151, 1000965.0, 7.5625641E7, 7.014832233E9, 171164, 57525, 516, 488, 109304, 35566, 
abbott_20x5 ,upham_2, 27, 2.870874653853745E-5, 384,17676, 1043456.0, 8.0794356E7, 7.742391128E9, 130385, 57525, 515, 488, 83320, 35566, 
traill_20x5 ,upham_2, 27, 3.1630345085831594E-5, 387,17854, 1048828.0, 8.0000116E7, 7.507794136E9, 116710, 57525, 570, 488, 79308, 35566, 0
upham_20x5 ,upham_2, 28, 3.0273687118673455E-5, 351,16775, 1011701.0, 7.8334361E7, 7.399109129E9, 126291, 57525, 478, 444, 82705, 35566, 
child_20x5 ,upham_2, 28, 2.291389485116663E-5, 344,16368, 979824.0, 7.5054834E7, 6.999420444E9, 171164, 57525, 466, 444, 109304, 35566, 
abbott_20x5 ,upham_2, 28, 2.807877989527121E-5, 355,16893, 1022315.0, 8.0223549E7, 7.726979339E9, 130385, 57525, 463, 444, 83320, 35566, 
traill_20x5 ,upham_2, 28, 3.09104783617156E-5, 359,17098, 1028416.0, 7.9448992E7, 7.492913788E9, 116710, 57525, 519, 444, 79308, 35566, 0
upham_20x5 ,upham_2, 29, 2.9718689021678928E-5, 322,15963, 988965.0, 7.7697753E7, 7.381284105E9, 126291, 57525, 428, 401, 82705, 35566, 
child_20x5 ,upham_2, 29, 2.249870968106903E-5, 308,15360, 951600.0, 7.4264562E7, 6.977292828E9, 171164, 57525, 412, 401, 109304, 35566, 
abbott_20x5 ,upham_2, 29, 2.7518809545701223E-5, 321,15941, 995659.0, 7.9477181E7, 7.706081035E9, 130385, 57525, 413, 401, 83320, 35566, 
traill_20x5 ,upham_2, 29, 3.0230678707491437E-5, 321,16034, 998624.0, 7.8614816E7, 7.46955686E9, 116710, 57525, 463, 401, 79308, 35566, 0
upham_20x5 ,upham_2, 30, 2.834151740450873E-5, 286,14919, 958689.0, 7.6819749E7, 7.355821989E9, 126291, 57525, 381, 357, 82705, 35566, 
child_20x5 ,upham_2, 30, 2.1621011481464476E-5, 277,14461, 925529.0, 7.3508503E7, 6.955367117E9, 171164, 57525, 375, 357, 109304, 35566, 
abbott_20x5 ,upham_2, 30, 2.6289274649573973E-5, 283,14839, 963701.0, 7.8550399E7, 7.679204357E9, 130385, 57525, 366, 357, 83320, 35566, 
traill_20x5 ,upham_2, 30, 2.9289028090925884E-5, 286,15019, 969189.0, 7.7761201E7, 7.444802025E9, 116710, 57525, 413, 357, 79308, 35566, 0
Test File, upham_3.test.dat
Known Author Name, Unknown Author Name, Threshold, Match Value, Matches,Common Synonym Count, Scaled SC 2, Scaled SC 3, Scaled SC 4, Words Enc. Known, Words Enc. Unk.,Words over Threshold Known, Words Over Threshold Unk.,Dictionary Hits Known, Dictionary Hits Unk.
upham_20x5 ,upham_3, 0, 7.038112480532844E-5, 3528,45093, 1439557.0, 8.7909435E7, 7.809722137E9, 126291, 58683, 7057, 6250, 82705, 37138, 
child_20x5 ,upham_3, 0, 4.8641349658850665E-5, 2821,40602, 1334918.0, 8.0197236E7, 6.90096941E9, 171164, 58683, 7111, 6250, 109304, 37138, 
abbott_20x5 ,upham_3, 0, 6.320138501027362E-5, 2985,42446, 1367890.0, 8.2651304E7, 7.308499246E9, 130385, 58683, 6247, 6250, 83320, 37138, 
traill_20x5 ,upham_3, 0, 6.730635223990865E-5, 2911,41987, 1399471.0, 8.6531585E7, 7.727533411E9, 116710, 58683, 7437, 6250, 79308, 37138, 1
upham_20x5 ,upham_3, 1, 7.038112480532844E-5, 3287,45093, 1439557.0, 8.7909435E7, 7.809722137E9, 126291, 58683, 6357, 5633, 82705, 37138, 
child_20x5 ,upham_3, 1, 4.8641349658850665E-5, 2706,40602, 1334918.0, 8.0197236E7, 6.90096941E9, 171164, 58683, 6492, 5633, 109304, 37138, 
abbott_20x5 ,upham_3, 1, 6.320138501027362E-5, 2879,42446, 1367890.0, 8.2651304E7, 7.308499246E9, 130385, 58683, 5936, 5633, 83320, 37138, 
traill_20x5 ,upham_3, 1, 6.730635223990865E-5, 2790,41987, 1399471.0, 8.6531585E7, 7.727533411E9, 116710, 58683, 6910, 5633, 79308, 37138, 1
upham_20x5 ,upham_3, 2, 7.028275930202885E-5, 3137,44943, 1439407.0, 8.7909285E7, 7.809721987E9, 126291, 58683, 5932, 5297, 82705, 37138, 
child_20x5 ,upham_3, 2, 4.859336280212974E-5, 2604,40500, 1334816.0, 8.0197134E7, 6.900969308E9, 171164, 58683, 6009, 5297, 109304, 37138, 
abbott_20x5 ,upham_3, 2, 6.312767284564703E-5, 2772,42339, 1367783.0, 8.2651197E7, 7.308499139E9, 130385, 58683, 5604, 5297, 83320, 37138, 
traill_20x5 ,upham_3, 2, 6.722502522754433E-5, 2682,41879, 1399363.0, 8.6531477E7, 7.727533303E9, 116710, 58683, 6420, 5297, 79308, 37138, 1
upham_20x5 ,upham_3, 3, 6.964830855235159E-5, 2923,44515, 1438551.0, 8.7907573E7, 7.809718563E9, 126291, 58683, 5389, 4860, 82705, 37138, 
child_20x5 ,upham_3, 3, 4.818059618809462E-5, 2459,40210, 1334236.0, 8.0195974E7, 6.900966988E9, 171164, 58683, 5444, 4860, 109304, 37138, 
abbott_20x5 ,upham_3, 3, 6.259966372314455E-5, 2626,42047, 1367199.0, 8.2650029E7, 7.308496803E9, 130385, 58683, 5153, 4860, 83320, 37138, 
traill_20x5 ,upham_3, 3, 6.666201452794503E-5, 2531,41577, 1398759.0, 8.6530269E7, 7.727530887E9, 116710, 58683, 5811, 4860, 79308, 37138, 1
upham_20x5 ,upham_3, 4, 6.910264312664023E-5, 2666,43744, 1436238.0, 8.7900634E7, 7.809697746E9, 126291, 58683, 4799, 4366, 82705, 37138, 
child_20x5 ,upham_3, 4, 4.7848172713839134E-5, 2291,39706, 1332724.0, 8.0191438E7, 6.90095338E9, 171164, 58683, 4903, 4366, 109304, 37138, 
abbott_20x5 ,upham_3, 4, 6.225972517670173E-5, 2454,41531, 1365651.0, 8.2645385E7, 7.308482871E9, 130385, 58683, 4692, 4366, 83320, 37138, 
traill_20x5 ,upham_3, 4, 6.623800439525925E-5, 2349,41031, 1397121.0, 8.6525355E7, 7.727516145E9, 116710, 58683, 5216, 4366, 79308, 37138, 1
upham_20x5 ,upham_3, 5, 6.80728413143185E-5, 2446,42864, 1432718.0, 8.7886554E7, 7.809641426E9, 126291, 58683, 4280, 3924, 82705, 37138, 
child_20x5 ,upham_3, 5, 4.724923302497389E-5, 2126,39046, 1330084.0, 8.0180878E7, 6.90091114E9, 171164, 58683, 4401, 3924, 109304, 37138, 
abbott_20x5 ,upham_3, 5, 6.149385055841843E-5, 2289,40871, 1363011.0, 8.2634825E7, 7.308440631E9, 130385, 58683, 4243, 3924, 83320, 37138, 
traill_20x5 ,upham_3, 5, 6.53601982941205E-5, 2195,40415, 1394657.0, 8.6515499E7, 7.727476721E9, 116710, 58683, 4712, 3924, 79308, 37138, 1
upham_20x5 ,upham_3, 6, 6.697989127765628E-5, 2243,41849, 1427643.0, 8.7861179E7, 7.809514551E9, 126291, 58683, 3806, 3542, 82705, 37138, 
child_20x5 ,upham_3, 6, 4.6531919119010785E-5, 1967,38251, 1326109.0, 8.0161003E7, 6.900811765E9, 171164, 58683, 3945, 3542, 109304, 37138, 
abbott_20x5 ,upham_3, 6, 6.05397746687481E-5, 2116,40006, 1358686.0, 8.26132E7, 7.308332506E9, 130385, 58683, 3775, 3542, 83320, 37138, 
traill_20x5 ,upham_3, 6, 6.43520061570009E-5, 2035,39615, 1390657.0, 8.6495499E7, 7.727376721E9, 116710, 58683, 4227, 3542, 79308, 37138, 1
upham_20x5 ,upham_3, 7, 6.592256331626304E-5, 2054,40715, 1420839.0, 8.7820355E7, 7.809269607E9, 126291, 58683, 3424, 3192, 82705, 37138, 
child_20x5 ,upham_3, 7, 4.584556768699001E-5, 1814,37333, 1320601.0, 8.0127955E7, 6.900613477E9, 171164, 58683, 3545, 3192, 109304, 37138, 
abbott_20x5 ,upham_3, 7, 5.963248770626983E-5, 1948,38998, 1352638.0, 8.2576912E7, 7.308114778E9, 130385, 58683, 3391, 3192, 83320, 37138, 
traill_20x5 ,upham_3, 7, 6.33743299006428E-5, 1875,38655, 1384897.0, 8.6460939E7, 7.727169361E9, 116710, 58683, 3821, 3192, 79308, 37138, 1
upham_20x5 ,upham_3, 8, 6.500637433491286E-5, 1861,39364, 1411382.0, 8.7754156E7, 7.808806214E9, 126291, 58683, 3073, 2860, 82705, 37138, 
child_20x5 ,upham_3, 8, 4.5392579724168066E-5, 1669,36318, 1313496.0, 8.007822E7, 6.900265332E9, 171164, 58683, 3169, 2860, 109304, 37138, 
abbott_20x5 ,upham_3, 8, 5.8971953521832315E-5, 1776,37794, 1344210.0, 8.2517916E7, 7.307701806E9, 130385, 58683, 3007, 2860, 83320, 37138, 
traill_20x5 ,upham_3, 8, 6.26813711920592E-5, 1727,37619, 1377645.0, 8.6410175E7, 7.726814013E9, 116710, 58683, 3432, 2860, 79308, 37138, 1
upham_20x5 ,upham_3, 9, 6.365597384517021E-5, 1707,38132, 1401526.0, 8.7675308E7, 7.80817543E9, 126291, 58683, 2779, 2604, 82705, 37138, 
child_20x5 ,upham_3, 9, 4.448700202970028E-5, 1547,35342, 1305688.0, 8.0015756E7, 6.89976562E9, 171164, 58683, 2859, 2604, 109304, 37138, 
abbott_20x5 ,upham_3, 9, 5.7903388525401546E-5, 1637,36682, 1335314.0, 8.2446748E7, 7.307132462E9, 130385, 58683, 2727, 2604, 83320, 37138, 
traill_20x5 ,upham_3, 9, 6.137663477825751E-5, 1589,36515, 1368813.0, 8.6339519E7, 7.726248765E9, 116710, 58683, 3065, 2604, 79308, 37138, 1
upham_20x5 ,upham_3, 10, 6.198133151121777E-5, 1560,36809, 1389619.0, 8.7568145E7, 7.807210963E9, 126291, 58683, 2501, 2359, 82705, 37138, 
child_20x5 ,upham_3, 10, 4.335622460514386E-5, 1437,34352, 1296778.0, 7.9935566E7, 6.89904391E9, 171164, 58683, 2578, 2359, 109304, 37138, 
abbott_20x5 ,upham_3, 10, 5.63660193897588E-5, 1499,35440, 1324136.0, 8.2346146E7, 7.306227044E9, 130385, 58683, 2463, 2359, 83320, 37138, 
traill_20x5 ,upham_3, 10, 5.987069796402847E-5, 1468,35426, 1359012.0, 8.625131E7, 7.725454884E9, 116710, 58683, 2772, 2359, 79308, 37138, 1
upham_20x5 ,upham_3, 11, 6.105704660367008E-5, 1440,35609, 1377619.0, 8.7448145E7, 7.806010963E9, 126291, 58683, 2283, 2143, 82705, 37138, 
child_20x5 ,upham_3, 11, 4.284051523208503E-5, 1321,33192, 1285178.0, 7.9819566E7, 6.89788391E9, 171164, 58683, 2340, 2143, 109304, 37138, 
abbott_20x5 ,upham_3, 11, 5.5543945780714094E-5, 1375,34200, 1311736.0, 8.2222146E7, 7.304987044E9, 130385, 58683, 2230, 2143, 83320, 37138, 
traill_20x5 ,upham_3, 11, 5.917715521944946E-5, 1364,34386, 1348612.0, 8.614731E7, 7.724414884E9, 116710, 58683, 2539, 2143, 79308, 37138, 1
upham_20x5 ,upham_3, 12, 6.043069178019033E-5, 1320,34289, 1363099.0, 8.7288425E7, 7.804254043E9, 126291, 58683, 2055, 1930, 82705, 37138, 
child_20x5 ,upham_3, 12, 4.233565765857512E-5, 1216,32037, 1272473.0, 7.9679811E7, 6.896346605E9, 171164, 58683, 2086, 1930, 109304, 37138, 
abbott_20x5 ,upham_3, 12, 5.494732161135176E-5, 1269,33034, 1298910.0, 8.208106E7, 7.303435098E9, 130385, 58683, 2005, 1930, 83320, 37138, 
traill_20x5 ,upham_3, 12, 5.8581292495106945E-5, 1252,33154, 1335060.0, 8.5998238E7, 7.722775092E9, 116710, 58683, 2272, 1930, 79308, 37138, 1
